https://terminology.dhp.uz/fhir/core/CodeSystem/observation-lab-research-codes-cs/										
test-0007-00013	57976-8	Silindrlar: epitelial	Цилиндры: эпителиальные	Casts.epithelial cells [#/area] in Urine sediment by Microscopy LPF						
test-0007-00014	28545-2	Shilliq	Слизь	Mucus [Presence] in Urine sediment by Light microscopy						
test-0007-00015	12261-9	Tuzlar	Соли	Crystals [Presence] in Urine sediment by Light microscopy						
test-0007-00016	5769-5	Bakteriyalar	Бактерии	Bacteria [Presence] in Urine sediment by Light microscopy						
test-0008-00001	24323-8	Biokimyoviy qon tahlili	"Биохимическое исследование крови 
"	Comprehensive metabolic 2000 panel – Serum or Plasma						
test-0008-00002	2885-2	Umumiy oqsil	Общий белок	Protein [Mass/volume] in Serum or Plasma						
test-0008-00003	1751-7	Albumin	Альбумин	Albumin [Mass/volume] in Serum or Plasma						
test-0008-00004	2093-3	Xolesterin (umumiy)	Холестерин (общий)	Cholesterol [Mass/volume] in Serum or Plasma						
test-0008-00005	2571-8	Triglitseridlar	Триглицериды	Triglyceride [Mass/volume] in Serum or Plasma						
test-0008-00006	2345-7	Glyukoza	Глюкоза	Glucose [Mass/volume] in Serum or Plasma						
test-0008-00007	3094-0	Mochevina	Мочевина	Urea nitrogen [Mass/volume] in Serum or Plasma						
test-0008-00008	2160-0	Kreatinin	Креатинин	Creatinine [Mass/volume] in Serum or Plasma						
test-0008-00009	1975-2	Umumiy bilirubin	Билирубин общий	Bilirubin.total [Mass/volume] in Serum or Plasma						
test-0008-00010	1968-7	To‘g‘ri (bog‘langan) bilirubin	Билирубин прямой (связанный)	Bilirubin.direct [Mass/volume] in Serum or Plasma						
test-0008-00011	1971-1	Bilvosita (erkin) bilirubin	Билирубин непрямой (свободный)	Bilirubin.indirect [Mass/volume] in Serum or Plasma						
test-0008-00012	1742-6	Alaninaminotransferaza (ALT)	Аланинаминотрансфераза (АЛТ)	Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma						
test-0008-00013	1920-8	Aspartataminotransferaza (AST)	Аспартатаминотрансфераза (АСТ)	Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma						
test-0008-00014	14804-9	Laktatdegidrogenaza (LDH)	Лактатдегидрогеназа (ЛДГ)	Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma						
test-0008-00015	2324-2	Gammaglutamiltransferaza (GGT)	Гаммаглутамилтрансфераза (ГГТ)	Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma						
test-0008-00016	1798-8	Alfa-amilaza	Альфа-амилаза	Amylase [Enzymatic activity/volume] in Serum or Plasma						
test-0008-00017	6768-6	Ishqoriy fosfataza	Щелочная фосфатаза (ИФ)	Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma						
test-0008-00018	2823-3	Kaliy	Калий	Potassium [Moles/volume] in Serum or Plasma						
test-0008-00019	2951-2	Natriy	Натрий	Sodium [Moles/volume] in Serum or Plasma						
test-0008-00020	17861-6	Kalsiy	Кальций	Calcium [Mass/volume] in Serum or Plasma						
test-0008-00021	2498-4	Temir	Железо	Iron [Mass/volume] in Serum or Plasma						
test-0008-00022	2777-1	Fosfor	Фосфор	Phosphate [Mass/volume] in Serum or Plasma						
test-0008-00023	2075-0	Xlor	Хлор	Chloride [Moles/volume] in Serum or Plasma						
test-0009-00001	24357-5	Gormonal qon tahlili	Гормональное исследование крови	Hormone studies (panel) – Serum or Plasma						
test-0009-00002	3053-6	T3 (triiodtironin)	Т3	Triiodothyronine (T3) [Mass/volume] in Serum or Plasma						
test-0009-00003	3026-2	T4 (tiroksin)	Т4	Thyroxine (T4) [Mass/volume] in Serum or Plasma						
test-0009-00004	3016-3	TTG (tireotrop gormon)	ТТГ	Thyrotropin (TSH) [Units/volume] in Serum or Plasma						
test-0009-00005	2243-4	Estradiol	Эстрадиол	Estradiol (E2) [Mass/volume] in Serum or Plasma						
test-0009-00006	2986-8	Testosteron	Тестостерон	Testosterone [Mass/volume] in Serum or Plasma						
test-0009-00007	2143-6	Kortizol	Кортизол	Cortisol [Mass/volume] in Serum or Plasma						
test-0009-00008	2842-3	Prolaktin	Пролактин	Prolactin [Mass/volume] in Serum or Plasma						
test-0009-00009	10501-5	LG (luteinlashtiruvchi gormon)	ЛГ	Luteinizing hormone (LH) [Units/volume] in Serum or Plasma						
test-0009-00010	15067-2	FSG (follikulni rag‘batlantiruvchi gormon)	ФСГ	Follicle stimulating hormone (FSH) [Units/volume] in Serum or Plasma						
test-0009-00011	2839-9	Progesteron	Прогестерон	Progesterone [Mass/volume] in Serum or Plasma						
test-0009-00012	2857-1	PSA (prostata-spetsifik antigen)	ПСА	Prostate specific Ag (PSA) [Mass/volume] in Serum or Plasma						
test-0010-00001	10558-7	Spermogramma tekshiruvi	Исследование спермограммы	Semen analysis (panel) – Semen						
test-0010-00002	10586-6	Hajmi	Объём	Semen volume [Volume]						
test-0010-00003	10587-4	Rangi	Цвет	Semen color [Type]						
test-0010-00004	10588-2	Hidi	Запах	Semen odor [Type]						
test-0010-00005	10590-8	Suyulish vaqti	Время разжижения	Semen liquefaction time						
test-0010-00006	10589-0	Kislotaliligi (pH)	Кислотность (pH)	Semen pH						
test-0010-00007	10591-6	Qovushqoqligi	Вязкость	Semen viscosity [Presence]						
test-0010-00008	11068-0	1 ml dagi spermatozoidlar soni	Количество сперматозоидов в 1 мл	Spermatozoa [#/volume] in Semen						
test-0010-00009	72514-3	Umumiy hajmdagi spermatozoidlar soni	Количество сперматозоидов в общем объёме	Spermatozoa total count [#] in Ejaculate						
test-0010-00010	10610-4	Harakatchanlik — faol	Подвижность — активные	Spermatozoa progressive motility [#/volume] in Semen						
test-0010-00011	10611-2	Harakatchanlik — sust	Подвижность — вялые	Spermatozoa non-progressive motility [#/volume] in Semen						
test-0010-00012	10612-0	Harakatchanlik — harakatsiz	Подвижность — неподвижные	Spermatozoa immotile [#/volume] in Semen						
test-0010-00013	11070-6	Tirik spermatozoidlar	Живые сперматозоиды	Spermatozoa viability [#/volume] in Semen by Stain						
test-0010-00014	10613-8	Spermatozoidlarning patologik shakllari	Патологические формы сперматозоидов	Spermatozoa abnormal forms [#/volume] in Semen						
test-0010-00015	10614-6	Spermatogenez epiteliyasi	Эпителий сперматогенеза	Epithelial cells [Presence] in Semen						
test-0010-00016	10592-4	Leykotsitlar	Лейкоциты	Leukocytes [#/volume] in Semen						
test-0010-00017	19159-1	Letsitin donachalari	Лецитиновые зёрна	Lecithin bodies [Presence] in Semen by Microscopy						
test-0010-00018	10615-3	Agglyutinatsiya	Агглютинация	Spermatozoa agglutination [Presence] in Semen						
test-0010-00019	10593-2	Fruktoza	Фруктоза	Fructose [Moles/volume] in Semen						
test-0010-00020	10594-0	Limon kislotasi	Лимонная кислота	Citric acid [Moles/volume] in Semen						
test-0011-00001	11525-3	Balg‘am tahlili	Анализ мокроты	Sputum studies (panel) – Sputum						
test-0011-00002	40868-5	Miqdori	Количество	Sputum volume [Volume]						
test-0011-00003	10588-2	Hidi	Запах	Sputum odor [Type]						
test-0011-00004	11526-1	Rangi	Цвет	Sputum color [Type]						
test-0011-00005	11525-3	Xususiyati (tavsifi)	Характер (описание)	Sputum gross description						
test-0011-00006	11527-9	Aralashmalar	Примеси	Sputum inclusions [Type]						
test-0011-00007	11528-7	Konsistensiyasi	Консистенция	Sputum consistency [Type]						
test-0011-00008	12248-1	Epiteliy	Эпителий	Epithelial cells [Presence] in Sputum by Light microscopy						
test-0011-00009	12249-9	Alveolyar makrofaglar	Альвеолярные макрофаги	Macrophages [Presence] in Sputum by Light microscopy						
test-0011-00010	12250-7	Leykotsitlar	Лейкоциты	Leukocytes [#/area] in Sputum by Light microscopy						
test-0011-00011	12251-5	Eritrotsitlar	Эритроциты	Erythrocytes [Presence] in Sputum by Light microscopy						
test-0011-00012	22768-2	Tolalar	Волокна	Fibers [Presence] in Sputum by Light microscopy						
test-0011-00013	12252-3	Elastik tolalar	Эластические волокна	Elastic fibers [Presence] in Sputum by Light microscopy						
test-0011-00014	12253-1	Ohaklangan (toshga o‘xshash) zarrachalar	Обызвествлённые (окаменевшие частицы)	Calcified bodies [Presence] in Sputum by Light microscopy						
test-0011-00015	11545-1	Sil mikobakteriyalari	Микобактерии туберкулёза	Mycobacterium tuberculosis [Presence] in Sputum by Microscopy (Ziehl–Neelsen stain)						
test-0011-00016	12254-9	Eozinofillar	Эозинофилы	Eosinophils [#/area] in Sputum by Light microscopy						
test-0011-00017	12255-6	Zamburug‘lar	Грибы	Fungi [Presence] in Sputum by Light microscopy						
test-0011-00018	12256-4	Boshqa flora	Другая флора	Bacteria [Presence] in Sputum by Light microscopy						
test-0011-00019	19148-4	Kurshman spirallari	Спирали Куршмана	Curschmann's spirals [Presence] in Sputum by Light microscopy						
test-0011-00020	19149-2	Sharko–Leyden kristallari	Кристаллы Шарко–Лейдена	Charcot–Leyden crystals [Presence] in Sputum by Light microscopy						
test-0011-00021	12247-3	Atipik belgilarga ega hujayralar	Клетки с атипичными признаками	Epithelial cells atypical [Presence] in Sputum by Cytology						
test-0012-00001	19132-8	Prostata bezi sekretining tahlili	Анализ секрета предстательной железы	Prostatic secretion study (panel) – Prostatic fluid						
test-0012-00002	19133-6	Miqdori	Количество	Prostatic fluid volume [Volume]						
test-0012-00003	19134-4	Rangi	Цвет	Prostatic fluid color [Type]						
test-0012-00004	19135-1	Shaffofligi	Прозрачность	Prostatic fluid clarity [Type]						
test-0012-00005	19136-9	Konsistensiyasi	Консистенция	Prostatic fluid consistency [Type]						
test-0012-00006	19137-7	Leykotsitlar	Лейкоциты	Leukocytes [#/area] in Prostatic fluid by Microscopy HPF						
test-0012-00007	19138-5	Eritrotsitlar	Эритроциты	Erythrocytes [Presence] in Prostatic fluid by Light microscopy						
test-0012-00008	19139-3	Epiteliy	Эпителий	Epithelial cells [Presence] in Prostatic fluid by Light microscopy						
test-0012-00009	19140-1	Makrofaglar	Макрофаги	Macrophages [Presence] in Prostatic fluid by Light microscopy						
test-0012-00010	19141-9	Letsitin donachalari	Лецитиновые зёрна	Lecithin bodies [Presence] in Prostatic fluid by Light microscopy						
test-0012-00011	19142-7	Amiloid tanachalar	Амилоидные тельца	Amyloid bodies [Presence] in Prostatic fluid by Light microscopy						
test-0012-00012	19143-5	Spermatozoidlar	Сперматозоиды	Spermatozoa [Presence] in Prostatic fluid by Light microscopy						
test-0012-00013	19144-3	Trichomonadalar	Трихомонады	Trichomonas vaginalis [Presence] in Prostatic fluid by Light microscopy						
test-0012-00014	19145-0	Gonokokklar	Гонококки	Neisseria gonorrhoeae [Presence] in Prostatic fluid by Light microscopy						
test-0012-00015	19146-8	Boshqa flora	Другая флора	Bacteria [Presence] in Prostatic fluid by Light microscopy						
test-0012-00016	19147-6	Atipik belgilarga ega hujayralar	Клетки с атипичными признаками	Epithelial cells atypical [Presence] in Prostatic fluid by Cytology						
test-0013-00001	50596-8	TORCH-infeksiyalar bo‘yicha tahlil	Анализ на TORCH-инфекции	TORCH IgG panel – Serum						
test-0013-00002	50964-2	Xlamidiya (IgG antitanalari)	Хламидия (антитела IgG)	Chlamydia trachomatis IgG Ab [Presence] in Serum by Immunoassay						
test-0013-00003	40677-7	Toksoplazmoz (IgG antitanalari)	Токсоплазмоз (антитела IgG)	Toxoplasma gondii IgG Ab [Presence] in Serum by Immunoassay						
test-0013-00004	13949-3	Sitomegalovirus (IgG antitanalari)	Цитомегаловирус (антитела IgG)	Cytomegalovirus IgG Ab [Presence] in Serum by Immunoassay						
test-0013-00005	48346-1	Oddiy gerpes virusi (IgG antitanalari)	Вирус простого герпеса (антитела IgG)	Herpes simplex virus 1+2 IgG Ab [Presence] in Serum by Immunoassay						
test-0013-00006	32703-1	Ureaplazma	Уреаплазма	Ureaplasma urealyticum DNA [Presence] in Specimen by NAA with probe detection						
test-0014-00001	19101-7	Serebrospinal suyuqlik (likvor) tekshiruvi	Исследование цереброспинальной жидкости (ликвора)	Cerebrospinal fluid studies (panel)						
test-0014-00002	19102-5	Miqdori	Количество	Cerebrospinal fluid volume [Volume]						
test-0014-00003	10335-8	Sentrifugatsiyadan keyingi rangi	Цвет после центрифугирования	CSF color [Type]						
test-0014-00004	10336-6	Sentrifugatsiyadan oldingi ksantoxromiya	Ксантохромия до центрифугирования	CSF xanthochromia [Presence]						
test-0014-00005	10337-4	Sentrifugatsiyadan keyingi shaffofligi	Прозрачность после центрифугирования	CSF clarity [Type]						
test-0014-00006	2880-3	Oqsil	Белок	Protein [Mass/volume] in Cerebrospinal fluid						
test-0014-00007	19103-3	Pandi reaksiyasi	Реакция Панди	Pandy test [Interpretation] in Cerebrospinal fluid						
test-0014-00008	10328-3	Limfotsitlar	Лимфоциты	Lymphocytes [#/volume] in Cerebrospinal fluid by Manual count						
test-0014-00009	10329-1	Eozinofillar	Эозинофилы	Eosinophils [#/volume] in Cerebrospinal fluid by Manual count						
test-0014-00010	10330-9	Neytrofillar	Нейтрофилы	Neutrophils [#/volume] in Cerebrospinal fluid by Manual count						
test-0014-00011	19104-1	Makrofaglar	Макрофаги	Macrophages [Presence] in Cerebrospinal fluid by Light microscopy						
test-0014-00012	19105-8	O‘zgargan hujayralar	Изменённые клетки	Cells abnormal [Presence] in Cerebrospinal fluid by Cytology						
test-0014-00013	19106-6	Poliblastlar	Полибласты	Polynuclear cells [Presence] in Cerebrospinal fluid by Light microscopy						
test-0014-00014	19107-4	Plazmatik hujayralar	Плазматические клетки	Plasma cells [Presence] in Cerebrospinal fluid by Light microscopy						
test-0014-00015	19108-2	Araxnoidal endoteliy hujayralari	Клетки арахноидального эндотелия	Arachnoid cells [Presence] in Cerebrospinal fluid by Light microscopy						
test-0014-00016	19109-0	Ependima hujayralari	Клетки эпендимы	Ependymal cells [Presence] in Cerebrospinal fluid by Light microscopy						
test-0014-00017	19110-8	Donador sharlar	Зернистые шары	Granular corpuscles [Presence] in Cerebrospinal fluid by Light microscopy						
test-0014-00018	19111-6	Zamburug‘lar	Грибы	Fungi [Presence] in Cerebrospinal fluid by Light microscopy						
test-0014-00019	10331-7	Eritrotsitlar	Эритроциты	Erythrocytes [#/volume] in Cerebrospinal fluid by Manual count						
test-0015-00001	4469-9	Suyak iligi punktati tahlili	Анализ пунктата костного мозга	Bone marrow differential panel – Bone marrow smear or aspirate						
test-0015-00002	74466-5	Miyelokariotsitlar soni	Количество миелокариоцитов	Myelokaryocytes [#/volume] in Bone marrow by Manual count						
test-0015-00003	74467-3	Megakariotsitlar soni	Количество мегакариоцитов	Megakaryocytes [Presence] in Bone marrow by Light microscopy						
test-0015-00004	26444-0	Yetilmagan blastlar	Незрелые бласты	Blast cells immature [#/100 cells] in Bone marrow by Manual count						
test-0015-00005	26445-7	Miyeloblastlar	Миелобласты	Myeloblasts/100 leukocytes in Bone marrow by Manual count						
test-0015-00006	26446-5	Promiyelotsitlar	Промиелоциты	Promyelocytes/100 leukocytes in Bone marrow by Manual count						
test-0015-00007	26447-3	Miyelotsitlar	Миелоциты	Myelocytes/100 leukocytes in Bone marrow by Manual count						
test-0015-00008	26448-1	Metamiyelotsitlar	Метамиелоциты	Metamyelocytes/100 leukocytes in Bone marrow by Manual count						
test-0015-00009	26449-9	Tayoqchasimon yadroli neytrofillar	Палочкоядерные нейтрофилы	Neutrophils.band form/100 leukocytes in Bone marrow by Manual count						
test-0015-00010	26450-7	Segmentyadroli neytrofillar	Сегментоядерные нейтрофилы	Neutrophils.segmented/100 leukocytes in Bone marrow by Manual count						
test-0015-00011	26453-1	Limfoblastlar	Лимфобласты	Lymphoblasts/100 leukocytes in Bone marrow by Manual count						
test-0015-00012	26454-9	Prolimfotsitlar	Пролимфоциты	Prolymphocytes/100 leukocytes in Bone marrow by Manual count						
test-0015-00013	26455-6	Limfotsitlar	Лимфоциты	Lymphocytes/100 leukocytes in Bone marrow by Manual count						
test-0015-00014	26456-4	Monoblastlar	Монобласты	Monoblasts/100 leukocytes in Bone marrow by Manual count						
test-0015-00015	26457-2	Promonotsitlar	Промоноциты	Promonocytes/100 leukocytes in Bone marrow by Manual count						
