id,code_soato,name_ru,name_uz,district_id,district_code_soato
646,1735230840,ССГ Белтау,Beltau QFY,410,1735230
647,1735230844,ССГ Каратерен,Qarateren QFY,410,1735230
648,1735230877,ССГ Тахтакупыр,Taxtako‘pir QFY,410,1735230
649,1735233501,город Турткуль,To‘rtko‘l shahri,411,1735233
650,1735233552,городской посёлок Мискин,Miskin shaharchasi,411,1735233
651,1735233554,городской посёлок Туркманкули,Turkmankuli shaharchasi,411,1735233
652,1735233556,городской посёлок Тозабог,Tozabog‘ shaharchasi,411,1735233
653,1735233558,городской посёлок Нурли-йул,Nurli yo‘l shaharchasi,411,1735233
654,1735233560,городской посёлок Амирабад,Amirobod shaharchasi,411,1735233
655,1735233804,ССГ Акбашлы,Aqboshli QFY,411,1735233
656,1735233806,ССГ Аккамыш,Aqqamish QFY,411,1735233
657,1735233808,ССГ Пахтаабад,Paxtaabad QFY,411,1735233
658,1735233812,ССГ Атауба,Ata uba QFY,411,1735233
659,1735233816,ССГ Кана Турткул,Kana Turtkul QFY,411,1735233
660,1735233828,ССГ Джамбаскала,Yonboshqal’a QFY,411,1735233
661,1735233830,ССГ им. Дурдыева,A.Durdiyeva QFY,411,1735233
662,1735233840,ССГ Кельтеминар,Kelteminar QFY,411,1735233
663,1735233842,ССГ Кокча,Kukcha QFY,411,1735233
664,1735233844,ССГ Кумбаскан,Qumbaskan QFY,411,1735233
665,1735233878,ССГ Узбекистон,O‘zbekiston QFY,411,1735233
666,1735233880,ССГ Пахтачи,Paxtachi QFY,411,1735233
667,1735233881,ССГ Тазабагяб,Tazabogyap QFY,411,1735233
668,1735233892,ССГ Уллубаг,Ullubog‘ QFY,411,1735233
669,1735233896,ССГ Шурахан,Shuraxan QFY,411,1735233
670,1735236501,город Ходжейли,Xo‘jayli shahri,412,1735236
671,1735236553,городской посёлок Водник,Vodnik shaharchasi,412,1735236
672,1735236811,ССГ Амударья,Amudarya QFY,412,1735236
673,1735236819,ССГ Жанажап,Janajap QFY,412,1735236
674,1735236833,ССГ Куляб,Kulyab QFY,412,1735236
675,1735236839,ССГ Мустакиллик,Mustaqillik QFY,412,1735236
676,1735236855,ССГ Саманкуль,Samankol QFY,412,1735236
677,1735236877,ССГ Сарычункуль,Sarishunkul QFY,412,1735236
678,1735236888,ССГ Кумжиккин,Qumjiqqin QFY,412,1735236
679,1735240501,город Чимбай,Chimboy shahri,413,1735240
680,1735240553,городской посёлок Айтеке,Ayteke shaharchasi,413,1735240
681,1735240802,ССГ Кызыл Озек,Kizil uzek QFY,413,1735240
682,1735240812,ССГ Камыс арык,Kamisarik QFY,413,1735240
683,1735240822,ССГ Бахытлы,Baxitli QFY,413,1735240
684,1735240833,ССГ Кенес,Kenes QFY,413,1735240
685,1735240844,ССГ Майжап,Mayjap QFY,413,1735240
686,1735240848,ССГ Пашент тау,Pashen tov QFY,413,1735240
687,1735240855,ССГ Тазгара,Tazgara QFY,413,1735240
688,1735240862,ССГ Тагжап,Tagjap QFY,413,1735240
689,1735240866,ССГ Тазажол,Tazajol QFY,413,1735240
690,1735240870,ССГ Костерек,Kosterek QFY,413,1735240
691,1735243501,город Шуманай,Shumanay shahri,414,1735243
692,1735243805,ССГ Бирлешик,Birleshik QFY,414,1735243
693,1735243809,ССГ Бегжап,Begjap QFY,414,1735243
694,1735243812,ССГ Дийханабад,Diyxanabad QFY,414,1735243
695,1735243818,ССГ Мамый,Mamiy QFY,414,1735243
696,1735243821,ССГ Сарманбайкол,Sarmanbaykol QFY,414,1735243
697,1735243825,ССГ Акжап,Ak jap QFY,414,1735243
698,1735243830,ССГ Кетенлер,Ketenler QFY,414,1735243
699,1735250501,город Бустан,Bo‘ston shahri,415,1735250
700,1735250555,городской посёлок Сахтиен,Saxtiyon shaharchasi,415,1735250
701,1735250803,ССГ Акчакуль,Aqchakul QFY,415,1735250
702,1735250807,ССГ Гулистан,Gulistan QFY,415,1735250
703,1735250808,ССГ Гульдирсин,Guldursun QFY,415,1735250
704,1735250812,ССГ Тазабог,Taza bog‘ QFY,415,1735250
705,1735250815,ССГ Сарабий,Sarabiy QFY,415,1735250
706,1735250820,ССГ Кызылкум,Qizil qum QFY,415,1735250
707,1735250823,ССГ Кырккыз,Qirqqiz QFY,415,1735250
708,1735250827,ССГ им. Навои,Navoiy nomli QFY,415,1735250
709,1735250830,ССГ Килчинак,Qilchinok QFY,415,1735250
710,1735250835,ССГ Амирабад,Amirabad QFY,415,1735250
711,1735250850,ССГ Шарк-Юлдузи,Sharq Yulduzi QFY,415,1735250
712,1735250855,ССГ Элликкала,Ellikkala QFY,415,1735250
713,1735250860,ССГ Дустлик,Do‘stlik QFY,415,1735250
714,1710207501,город Гузар,G‘uzor shahri,459,1710207
715,1710207552,городской посёлок Жарарик,Jarariq shaharchasi,459,1710207
716,1710207554,городской посёлок Обихает,Obihayot shaharchasi,459,1710207
717,1710207556,городской посёлок Янгикент,Yangikent shaharchasi,459,1710207
718,1710207558,городской посёлок Шерали,Sherali shaharchasi,459,1710207
719,1710207562,городской посёлок Машъал,Mash’al shaharchasi,459,1710207
720,1710207810,ССГ Бустан,Bo‘ston QFY,459,1710207
721,1710207823,ССГ Гулистан,Guliston QFY,459,1710207
722,1710207834,ССГ Гульшан,Gulshan QFY,459,1710207
723,1710207842,ССГ Зарбдар,Zarbdor QFY,459,1710207
724,1710207844,ССГ Каракуль,Qorako‘l QFY,459,1710207
725,1710207846,ССГ Шакарбулак,Shakarbuloq QFY,459,1710207
726,1710207857,ССГ Мехнатабад,Mehnatobod QFY,459,1710207
727,1710207860,ССГ Куштепа,Qo‘shtepa QFY,459,1710207
728,1710207870,ССГ Пачкамар,Pachkamar QFY,459,1710207
729,1710207875,ССГ Халкабад,Xalqabod QFY,459,1710207
730,1710207880,ССГ Батош,Batosh QFY,459,1710207
731,1710207885,ССГ Шерали,Sherali QFY,459,1710207
732,1710212551,городской посёлок Корашина,Karashina shaharchasi,460,1710212
733,1710212553,городской посёлок Дехканабад,Dehqonobod shaharchasi,460,1710212
734,1710212558,городской посёлок Бешбулок,Beshbuloq shaharchasi,460,1710212
735,1710212804,ССГ Обиравон,Obiravon QFY,460,1710212
736,1710212809,ССГ Аккишлак,Oqqishloq QFY,460,1710212
737,1710212810,ССГ Узбекистан,O‘zbekiston QFY,460,1710212
738,1710212811,ССГ Акташ,Oqtosh QFY,460,1710212
739,1710212814,ССГ Бошчорбог,Boshchorbog‘ QFY,460,1710212
740,1710212816,ССГ Бешкутан,Beshqo‘ton QFY,460,1710212
741,1710212822,ССГ Бибикарасоч,Bibiqorasoch QFY,460,1710212
742,1710212827,ССГ Дуаб,Duob QFY,460,1710212
743,1710212832,ССГ Курганташ,Qo‘rg‘ontosh QFY,460,1710212
744,1710212833,ССГ Кизилча,Qizilcha QFY,460,1710212
745,1710212836,ССГ Окиртма,Oqirtma QFY,460,1710212
746,1710212839,ССГ Базартепа,Bozortepa QFY,460,1710212
747,1710212845,ССГ Кирккулач,Qirqquloch QFY,460,1710212
748,1710212850,ССГ Окрабод,Oqrabod QFY,460,1710212
749,1710220501,город Камаши,Qamashi shahri,461,1710220
750,1710220552,городской посёлок Баландчайла,Balandchayla shaharchasi,461,1710220
751,1710220554,городской посёлок Коратепа,Qoratepa shaharchasi,461,1710220
752,1710220556,городской посёлок Кызилтепа,Qiziltepa shaharchasi,461,1710220
753,1710220558,городской посёлок Сарбозор,Sarbozor shaharchasi,461,1710220
754,1710220562,городской посёлок Бадахшон,Badahshon shaharchasi,461,1710220
755,1710220833,ССГ Карабаг,Qorabog‘ QFY,461,1710220
756,1710220835,ССГ Каратепа,Qoratepa QFY,461,1710220
757,1710220844,ССГ Кокбулак,Ko‘kbuloq QFY,461,1710220
758,1710220845,ССГ Кизилтепа,Qiziltepa QFY,461,1710220
759,1710220847,ССГ Равот,Rabod QFY,461,1710220
760,1710220855,ССГ Тукбай,To‘qboy QFY,461,1710220
761,1710220866,ССГ Чим,Chim QFY,461,1710220
762,1710220870,ССГ Камай,Qamay QFY,461,1710220
763,1710220875,ССГ Жонбузсой,Jonbo‘zsoy QFY,461,1710220
764,1710220880,ССГ Лойкасой,Loyqasoy QFY,461,1710220
765,1710220885,ССГ Ертепа,Yortepa QFY,461,1710220
766,1710224501,город Бешкент,Beshkent shahar,462,1710224
767,1710224553,городской посёлок Файзиабад,Fayzobod shaharchasi,462,1710224
768,1710224556,городской посёлок Сарай,Saroy shaharchasi,462,1710224
769,1710224559,городской посёлок Губдин,G‘ubdin shaharchasi,462,1710224
770,1710224563,городской посёлок Лагмон,Lag‘mon shaharchasi,462,1710224
771,1710224566,городской посёлок Кучкак,Kuchkak shaharchasi,462,1710224
772,1710224569,городской посёлок Хонабад,Xonobod shaharchasi,462,1710224
773,1710224573,городской посёлок Шилви,Shilvi shaharchasi,462,1710224
774,1710224576,городской посёлок Ковчин,Qovchin shaharchasi,462,1710224
775,1710224579,городской посёлок Нукрабад,Nuqrabod shaharchasi,462,1710224
776,1710224583,городской посёлок Ертепа,Yertepa shaharchasi,462,1710224
777,1710224586,городской посёлок Навруз,Navro‘z shaharchasi,462,1710224
778,1710224589,городской посёлок Жумабозор,Jumabozor shaharchasi,462,1710224
779,1710224593,городской посёлок Мустакиллик,Mustaqillik shaharchasi,462,1710224
780,1710224596,городской посёлок Мирмирон,Mirmiron shaharchasi,462,1710224
781,1710224599,городской посёлок Янгихает,Yangi xayot shaharchasi,462,1710224
782,1710224808,ССГ Багабад,Bog‘obod QFY,462,1710224
783,1710224812,ССГ Чарогил,Charag‘il QFY,462,1710224
784,1710224822,ССГ Дашт,Dasht QFY,462,1710224
785,1710224833,ССГ Ертепа,Yertepa QFY,462,1710224
786,1710224840,ССГ Навбахор,Navbahor QFY,462,1710224
787,1710224842,ССГ Каратепа,Qoratepa QFY,462,1710224
788,1710224843,ССГ Чулибустан,Cho‘libo‘ston QFY,462,1710224
789,1710224844,ССГ Кат,Kat QFY,462,1710224
790,1710224847,ССГ Ковчин,Qovchin QFY,462,1710224
791,1710224855,ССГ Чаман,Chaman QFY,462,1710224
792,1710224877,ССГ Узбекистон мустакиллиги,O‘zbekiston mustaqilligi QFY,462,1710224
793,1710224880,ССГ Пахтакор,Paxtakor QFY,462,1710224
794,1710224884,ССГ Поштон,Poshton QFY,462,1710224
795,1710224888,ССГ Талликурган,Tallikuron QFY,462,1710224
796,1710224895,ССГ Хилал,Hilol QFY,462,1710224
797,1710229501,город Касан,Koson shahri,466,1710229
798,1710229552,городской посёлок Бойгунди,Boyg‘undi shaharchasi,466,1710229
869,1710234845,ССГ Муборак,Muborak QFY,468,1710234
799,1710229554,городской посёлок Бойтерак,Boyterak shaharchasi,466,1710229
800,1710229556,городской посёлок Гувалак,Guvalak shaharchasi,466,1710229
801,1710229558,городской посёлок Истиклол,Istiqlol shaharchasi,466,1710229
802,1710229560,городской посёлок Куйи Оброн,Qo‘yi Obron shaharchasi,466,1710229
803,1710229562,городской посёлок Мудин,Mudin shaharchasi,466,1710229
804,1710229564,городской посёлок Октепа,Oqtepa shaharchasi,466,1710229
805,1710229566,городской посёлок Абад,Obod shaharchasi,466,1710229
806,1710229568,городской посёлок Пудина,Pudina shaharchasi,466,1710229
807,1710229570,городской посёлок Пулоти,Po‘lati shaharchasi,466,1710229
808,1710229572,городской посёлок Рахимсуфи,Rahimso‘fi shaharchasi,466,1710229
809,1710229574,городской посёлок Сурхон,Surhon shaharchasi,466,1710229
810,1710229576,городской посёлок Тулга,To‘lg‘a shaharchasi,466,1710229
811,1710229578,городской посёлок Эсабой,Esaboy shaharchasi,466,1710229
812,1710229807,ССГ Алачабаб,Alachabob QFY,466,1710229
813,1710229812,ССГ Рудаксой,Rudaksoy QFY,466,1710229
814,1710229815,ССГ Гульбаг,Gulbog‘ QFY,466,1710229
815,1710229823,ССГ Касан,Koson QFY,466,1710229
816,1710229835,ССГ Дустлик,Do‘stlik QFY,466,1710229
817,1710229846,ССГ Кунгиртог,Qo‘ng‘irtog‘ QFY,466,1710229
818,1710229860,ССГ Гулобод,Gulobod QFY,466,1710229
819,1710229868,ССГ Истиклол,Istiqlol QFY,466,1710229
820,1710229871,ССГ Тинчлик,Tinchlik QFY,466,1710229
821,1710232501,город Китаб,Kitob shahri,465,1710232
822,1710232553,городской посёлок Алакуйлик,Alaqo‘yliq shaharchasi,465,1710232
823,1710232556,городской посёлок Бектемир,Bektemir shaharchasi,465,1710232
824,1710232559,городской посёлок Рус,Rus qishloq shaharchasi,465,1710232
825,1710232563,городской посёлок Бахтдарвозаси,Baxtdarvozasi shaharchasi,465,1710232
826,1710232566,городской посёлок Бештерак,Beshterak shaharchasi,465,1710232
827,1710232569,городской посёлок Варганза,Varganza shaharchasi,465,1710232
828,1710232573,городской посёлок Обиканда,Obikanda shaharchasi,465,1710232
829,1710232576,городской посёлок Панжи,Panji shaharchasi,465,1710232
830,1710232579,городской посёлок Сариосие,Sariosiyo shaharchasi,465,1710232
831,1710232583,городской посёлок Севаз,Sevaz shaharchasi,465,1710232
832,1710232586,городской посёлок Хожи,Xoji shaharchasi,465,1710232
833,1710232589,городской посёлок Яккатут,Yakkatut shaharchasi,465,1710232
834,1710232593,городской посёлок Янгиабад,Yangiobod shaharchasi,465,1710232
835,1710232803,ССГ Бектемир,Bektemir QFY,465,1710232
836,1710232808,ССГ Катарбаг,Qatorbog‘ QFY,465,1710232
837,1710232809,ССГ Кайнарбулак,Qaynarbuloq QFY,465,1710232
838,1710232811,ССГ Куйнакбай,Qo‘yioqboy QFY,465,1710232
839,1710232833,ССГ Макрид,Makrid QFY,465,1710232
840,1710232855,ССГ Тагоб,Tagob QFY,465,1710232
841,1710232866,ССГ Пахтаабад,Paxtaobod QFY,465,1710232
842,1710232877,ССГ Сиваз,Sevaz QFY,465,1710232
843,1710232880,ССГ Тупчак,Tupchoq QFY,465,1710232
844,1710232885,ССГ Багбан,Bog‘bon QFY,465,1710232
845,1710232890,ССГ Бештерак,Beshterak QFY,465,1710232
846,1710232895,ССГ Жилисув,Jilisuv QFY,465,1710232
847,1710233551,городской посёлок Янги Миришкор,Yangi Mirishkor shaharchasi,467,1710233
848,1710233555,городской посёлок Жейнов,Jeynov shaharchasi,467,1710233
849,1710233558,городской посёлок Помук,Pomuq shaharchasi,467,1710233
850,1710233808,ССГ Абад,Obod QFY,467,1710233
851,1710233812,ССГ Бустон,Bo‘ston QFY,467,1710233
852,1710233823,ССГ Вори,Vori QFY,467,1710233
853,1710233828,ССГ Гулистан,Guliston QFY,467,1710233
854,1710233832,ССГ Гулшан баг,Gulshanbog‘ QFY,467,1710233
855,1710233836,ССГ Джейнау,Jeynov QFY,467,1710233
856,1710233842,ССГ Миришкор,Mirishkor QFY,467,1710233
857,1710233848,ССГ Навбахор,Navbahor QFY,467,1710233
858,1710233855,ССГ Помук,Pomuq QFY,467,1710233
859,1710233862,ССГ Чаманзар,Chamanzor QFY,467,1710233
860,1710233865,ССГ Чандир,Chandir QFY,467,1710233
861,1710233869,ССГ Янгиабад,Yangiobod QFY,467,1710233
862,1710234501,город Мубарек,Muborak shahri,468,1710234
863,1710234552,городской посёлок Карлик,Qarliq shaharchasi,468,1710234
864,1710234554,городской посёлок Бахт,Baxt shaharchasi,468,1710234
865,1710234556,городской посёлок Каракум,Qoraqum shaharchasi,468,1710234
866,1710234558,городской посёлок Диёнат,Diyonat shaharchasi,468,1710234
867,1710234562,городской посёлок Шайх,Shayx shaharchasi,468,1710234
868,1710234835,ССГ Каракум,Qoraqum QFY,468,1710234
870,1710234878,ССГ Карлик,Qarliq QFY,468,1710234
871,1710234882,ССГ Сарик,Sariq QFY,468,1710234
872,1710235501,город Янги-Нишан,Yangi Nishon shahri,469,1710235
873,1710235505,город Талимарджан,Talimarjon shahri,469,1710235
874,1710235553,городской посёлок Нуристон,Nuriston shaharchasi,469,1710235
875,1710235555,городской посёлок Нишон,Nishon shaharchasi,469,1710235
876,1710235557,городской посёлок Гулистан,Guliston shaharchasi,469,1710235
877,1710235559,городской посёлок Ак алтин,Oq oltin shaharchasi,469,1710235
878,1710235561,городской посёлок Сардоба,Sardoba shaharchasi,469,1710235
879,1710235565,городской посёлок Пахтачи,Paxtachi shaharchasi,469,1710235
880,1710235567,городской посёлок Ойдин,Oydin shaharchasi,469,1710235
881,1710235569,городской посёлок Самарканд,Samarqand shaharchasi,469,1710235
882,1710235571,городской посёлок Пахтаабад,Paxtaobod shaharchasi,469,1710235
883,1710235804,ССГ Ойдинлик,Oydinlik QFY,469,1710235
884,1710235807,ССГ Акалтын,Oq oltin QFY,469,1710235
885,1710235826,ССГ Кирккулоч,Qirqquloch QFY,469,1710235
886,1710235848,ССГ Навруз,Navro‘z QFY,469,1710235
887,1710235850,ССГ Нишан,Nishon QFY,469,1710235
888,1710235860,ССГ Пахтазар,Paxtazor QFY,469,1710235
889,1710235874,ССГ Ширинабад,Shirinobod QFY,469,1710235
890,1710235880,ССГ Балхияк,Balxiyak QFY,469,1710235
891,1710237551,городской посёлок Муглон,Mug‘lon shaharchasi,464,1710237
892,1710237554,городской посёлок Денов,Denov shaharchasi,464,1710237
893,1710237556,городской посёлок Касби,Kasbi shaharchasi,464,1710237
894,1710237558,городской посёлок Дустлик,Do‘stlik shaharchasi,464,1710237
895,1710237562,городской посёлок Янги кишлок,Yangi qishloq shaharchasi,464,1710237
896,1710237564,городской посёлок Хужа Касби,Xo‘jakasbi shaharchasi,464,1710237
897,1710237566,городской посёлок Фазли,Fazli shaharchasi,464,1710237
898,1710237568,городской посёлок Майманок,Maymanoq shaharchasi,464,1710237
899,1710237572,городской посёлок Катаган,Qatag‘an shaharchasi,464,1710237
900,1710237822,ССГ Камаши,Qamashi QFY,464,1710237
901,1710237825,ССГ Камилан,Komilon QFY,464,1710237
902,1710237833,ССГ Катаган,Qatag‘on QFY,464,1710237
903,1710237840,ССГ Чулкувар,Cho‘lquvar QFY,464,1710237
904,1710237855,ССГ Муглон,Mug‘lon QFY,464,1710237
905,1710237866,ССГ Денау,Denov QFY,464,1710237
906,1710237877,ССГ Коракунгирот,Qoraqo‘ng‘irot QFY,464,1710237
907,1710237882,ССГ Юксалиш,Yuksalish QFY,464,1710237
908,1710237886,ССГ Пахтакор,Paxtakor QFY,464,1710237
909,1710237890,ССГ Галаба,G‘alaba QFY,464,1710237
910,1710240551,городской посёлок Еттитом,Yettitom shaharchasi,602,1710240
911,1710240568,городской посёлок Чиял,Chiyal shaharchasi,602,1710240
912,1710240572,городской посёлок Кукдала,Ko‘kdala shaharchasi,602,1710240
913,1710240575,городской посёлок Айритом,Ayritom shaharchasi,602,1710240
914,1710240823,ССГ Кокдала,Ko‘kdala QFY,602,1710240
915,1710240873,ССГ Нурафшон,Nurafshon QFY,602,1710240
916,1710240881,ССГ Чиел,Chiyal QFY,602,1710240
917,1710240883,ССГ Кумдаре,Qumdaryo QFY,602,1710240
918,1710240889,ССГ Шуркудук,Sho‘rquduq QFY,602,1710240
919,1710240891,ССГ Эски Ангор,Eski Anhor QFY,602,1710240
920,1710240893,ССГ Янгихает,Yangihayot QFY,602,1710240
921,1710240897,ССГ Торжилга,Torjilg‘a QFY,602,1710240
922,1710242501,город Чиракчи,Chiroqchi shahri,470,1710242
923,1710242553,городской посёлок Джар,Jar shaharchasi,470,1710242
924,1710242556,городской посёлок Уймовут,O‘ymovut shaharchasi,470,1710242
925,1710242559,городской посёлок Дам,Dam shaharchasi,470,1710242
926,1710242563,городской посёлок Паканди,Pakandi shaharchasi,470,1710242
927,1710242566,городской посёлок Пахтаобод,Paxtaobod shaharchasi,470,1710242
928,1710242811,ССГ Олмазор,Olmazor QFY,470,1710242
929,1710242822,ССГ Калкама,Qalqama QFY,470,1710242
930,1710242826,ССГ Хумо,Xumo QFY,470,1710242
931,1710242840,ССГ Лангар,Langar QFY,470,1710242
932,1710242844,ССГ Джар,Jar QFY,470,1710242
933,1710242856,ССГ Тараккиёт,Taraqqiyot QFY,470,1710242
934,1710242872,ССГ Уйшун,Uyshun QFY,470,1710242
935,1710242886,ССГ Пахтаабад,Paxtaobod QFY,470,1710242
936,1710242888,ССГ Додик,Dodiq QFY,470,1710242
937,1710242890,ССГ Кахрамон,Qahramon QFY,470,1710242
938,1710242892,ССГ Уймавут,Uymovut QFY,470,1710242
939,1710242894,ССГ Мирзатуп,Mirzato‘p QFY,470,1710242
940,1710245553,городской посёлок Мираки,Miraki shaharchasi,471,1710245
941,1710245555,городской посёлок Кумкишлок,Qumqishloq shaharchasi,471,1710245
942,1710245557,городской посёлок Уртакургон,O‘rtaqo‘rg‘on shaharchasi,471,1710245
943,1710245561,городской посёлок Чоршанбе,Chorshanbe shaharchasi,471,1710245
944,1710245563,городской посёлок Темирчи,Temirchi shaharchasi,471,1710245
945,1710245565,городской посёлок Янгикишлок,Yangiqishloq shaharchasi,471,1710245
946,1710245567,городской посёлок Кутчи,Qutchi shaharchasi,471,1710245
947,1710245569,городской посёлок Шаматон,Shamaton shaharchasi,471,1710245
948,1710245571,городской посёлок Аммогон-1,Ammog‘on-1 shaharchasi,471,1710245
949,1710245573,городской посёлок Кушканот,Qo‘shqanot shaharchasi,471,1710245
950,1710245575,городской посёлок Андай,Anday shaharchasi,471,1710245
951,1710245583,городской посёлок Хужахуросон,Xo‘jaxuroson shaharchasi,471,1710245
952,1710245585,городской посёлок Келдихает,Keldihayot shaharchasi,471,1710245
953,1710245802,ССГ Аксу,Oq suv QFY,471,1710245
954,1710245811,ССГ Дукчи,Do‘xchi QFY,471,1710245
955,1710245818,ССГ Кунчикар,Kunchiqar QFY,471,1710245
956,1710245823,ССГ Кутчи,Qutchi QFY,471,1710245
957,1710245835,ССГ Муминабад,Mo‘minobod QFY,471,1710245
958,1710245840,ССГ Наматан,Namaton QFY,471,1710245
959,1710245851,ССГ Тудамайдон,To‘damaydon QFY,471,1710245
960,1710245860,ССГ Узбекистан,O‘zbekiston QFY,471,1710245
961,1710245869,ССГ Хисарак,Hisorak QFY,471,1710245
962,1710245872,ССГ Хитай,Xitoy QFY,471,1710245
963,1710245881,ССГ Шакартери,Shakarteri QFY,471,1710245
964,1710245892,ССГ Шаматан,Shamaton QFY,471,1710245
965,1710250501,город Яккабаг,Yakkabog‘ shahri,472,1710250
966,1710250555,городской посёлок Эски Яккабаг,Eski Yakkabog‘ shaharchasi,472,1710250
967,1710250557,городской посёлок Алакарга,Alaqarg‘a shaharchasi,472,1710250
968,1710250558,городской посёлок Алакуйлак,Alako‘ylak shaharchasi,472,1710250
969,1710250559,городской посёлок Жаркиргиз,Jarqirg‘iz shaharchasi,472,1710250
970,1710250561,городской посёлок Кайрагач,Qayrag‘och shaharchasi,472,1710250
971,1710250563,городской посёлок Катагон,Qatag‘on shaharchasi,472,1710250
972,1710250565,городской посёлок Каттабог,Kattabog‘ shaharchasi,472,1710250
973,1710250567,городской посёлок Маданият,Madaniyat shaharchasi,472,1710250
974,1710250569,городской посёлок Мевазор,Mevazor shaharchasi,472,1710250
975,1710250571,городской посёлок Самок,Samoq shaharchasi,472,1710250
976,1710250573,городской посёлок Турон,Turon shaharchasi,472,1710250
977,1710250575,городской посёлок Уз,O‘z shaharchasi,472,1710250
978,1710250577,городской посёлок Чуброн,Chubron shaharchasi,472,1710250
979,1710250579,городской посёлок Эдилбек,Edilbek shaharchasi,472,1710250
980,1710250811,ССГ Кайрагач,Qayrag‘och QFY,472,1710250
981,1710250822,ССГ Эсат,Esat QFY,472,1710250
982,1710250825,ССГ Кошчинар,Qo‘shchinor QFY,472,1710250
983,1710250833,ССГ Кишлик,Qishliq QFY,472,1710250
984,1710250844,ССГ Самак,Samoq QFY,472,1710250
985,1710250855,ССГ Сандал,Sandal QFY,472,1710250
986,1710250858,ССГ Урта,O‘rta QFY,472,1710250
987,1710250861,ССГ Чайдари,Chaydori QFY,472,1710250
988,1710250866,ССГ Хиябан,Hiyobon QFY,472,1710250
989,1712211551,городской посёлок Канимех,Konimex shaharchasi,476,1712211
990,1712211552,городской посёлок Балакарак,Balaqaraq shaharchasi,476,1712211
991,1712211554,городской посёлок Мамикчи,Mamiqchi shaharchasi,476,1712211
992,1712211556,городской посёлок Шуртепа,Sho‘rtepa shaharchasi,476,1712211
993,1712211558,городской посёлок Зафарабад,Zafarobod shaharchasi,476,1712211
994,1712211811,ССГ Янгиказган,Yangig‘ozg‘on QFY,476,1712211
995,1712211818,ССГ Саржал,Sarajal QFY,476,1712211
996,1712211822,ССГ Чардара,Chordara QFY,476,1712211
997,1712211826,ССГ Караката,Karakata QFY,476,1712211
998,1712211835,ССГ Учтобе,Uchtobe QFY,476,1712211
999,1712211840,ССГ Баймурат,Boymurot QFY,476,1712211
1000,1712211845,ССГ Янгиабад,Yangiobod QFY,476,1712211
1001,1712216501,город Кызылтепа,Qiziltepa shahri,475,1712216
1002,1712216552,городской посёлок Хусбуддин,Husbuddin shaharchasi,475,1712216
1003,1712216554,городской посёлок Калъайи Азизон,Qalayn-Azizon shaharchasi,475,1712216
1004,1712216556,городской посёлок Баланд гардиен,Baland G‘ardiyon shaharchasi,475,1712216
1005,1712216558,городской посёлок Гойибон,G‘oyibon shaharchasi,475,1712216
1006,1712216560,городской посёлок Оксоч,Oq soch shaharchasi,475,1712216
1007,1712216562,городской посёлок Вангози,Vang‘ozi shaharchasi,475,1712216
1008,1712216564,городской посёлок Окмачит,Oqmachit shaharchasi,475,1712216
1009,1712216566,городской посёлок Зарметан,Zarmetan shaharchasi,475,1712216
1010,1712216568,городской посёлок Гамхур,G‘amxo‘r shaharchasi,475,1712216
1011,1712216572,городской посёлок Узилишкент,Uzilishkent shaharchasi,475,1712216
1012,1712216574,городской посёлок Уртакургон,O‘rtaqo‘rg‘on shaharchasi,475,1712216
1013,1712216576,городской посёлок Хужакургон,Xo‘jaqo‘rg‘on shaharchasi,475,1712216
1014,1712216803,ССГ Акалтын,Oq oltin QFY,475,1712216
1015,1712216805,ССГ Арабон,Arabon QFY,475,1712216
1016,1712216808,ССГ Бустан,Bo‘ston QFY,475,1712216
1017,1712216812,ССГ Вангази,Vang‘ozi QFY,475,1712216
1018,1712216819,ССГ Гардиян,G‘ardiyon QFY,475,1712216
1019,1712216825,ССГ Зармитан,Zarmitan QFY,475,1712216
1020,1712216840,ССГ Ходжахасан,Xo‘ja-Hasan QFY,475,1712216
1021,1712216850,ССГ Янгихаят,Yangi hayot QFY,475,1712216
1022,1712230552,городской посёлок Калконота,Kalkonota shaharchasi,477,1712230
1023,1712230553,городской посёлок Сарой,Saroy shaharchasi,477,1712230
1024,1712230555,городской посёлок Куйи Бешработ,Quyi Beshrabot shaharchasi,477,1712230
1025,1712230557,городской посёлок Кескантерак,Keskanterak shaharchasi,477,1712230
1026,1712230559,городской посёлок Ижант,Ijant shaharchasi,477,1712230
1027,1712230805,ССГ Алчин,Olchin QFY,477,1712230
1028,1712230808,ССГ Арабсарай,Arabsaroy QFY,477,1712230
1029,1712230815,ССГ Кескантерак,Keskanterak QFY,477,1712230
1030,1712230838,ССГ Янгиюль,Yangi-yo‘l QFY,477,1712230
1031,1712230855,ССГ Туркестан,Turkiston QFY,477,1712230
1032,1712230880,ССГ Янгикурган,Yangiqo‘rg‘on QFY,477,1712230
1033,1712230882,ССГ Бешработ,Beshrabot QFY,477,1712230
1034,1712234551,городской посёлок Кармана,Karmana shaharchasi,474,1712234
1035,1712234557,городской посёлок Маликработ,Malikrabot shaharchasi,474,1712234
1036,1712234559,городской посёлок Пахтаабад,Paxtaobod shaharchasi,474,1712234
1037,1712234561,городской посёлок Подкорон,Podkoron shaharchasi,474,1712234
1038,1712234563,городской посёлок Камолот,Kamolot shaharchasi,474,1712234
1039,1712234565,городской посёлок Ешлик,Yoshlik shaharchasi,474,1712234
